,abstract_id,line_id,abstract_text,line_number,total_lines,target
28236,25567831,25567831_3_9,"One half of the students used a real iPhone application , whereas the others used a sham application .",3,9,METHODS
105439,24763866,24763866_5_9,"There were a total of 233 MEs and 327 ADRs in the 200 patients included in the analysis , with 64 % of the cohort experiencing at least one ME and 87 % experiencing an ADR ; 23 patients ( 12 % ) experienced a CSME .",5,9,RESULTS
45400,25745875,25745875_7_22,"At week 24 , after assessment of the primary efficacy end point , sham patients received a mandatory intravitreal aflibercept injection followed by intravitreal aflibercept ( if disease persisted/recurred ) or sham injection every 4 weeks .",7,22,METHODS
175698,25291749,25291749_8_9,"Trifocal diffractive IOLs provide significantly better intermediate vision over bifocal IOLs , with equivalent postoperative levels of visual and ocular optical quality .",8,9,CONCLUSIONS
1047,25007421,25007421_0_13,Aggressive behaviour in psychosis is not uncommon .,0,13,OBJECTIVE
56523,24713286,24713286_1_12,"According to inclusion and exclusion criteria , 163 cases of impared fasting glucose ( IFG ) Chinese Han population from the age of 40 to 75 years old , were screened from 12 community health centers of three main districts of Nanjing city by the multi-stage cluster and simple randomization method from March to September , 2008 .",1,12,METHODS
124777,25806661,25806661_17_19,"Interventions that include DBT skills training are more effective than DBT without skills training , and standard DBT may be superior in some areas .",17,19,CONCLUSIONS
149382,24423366,24423366_6_15,Treatment was administered 26 weeks before PTX and continued for 26 weeks after PTX .,6,15,METHODS
57510,24886701,24886701_0_10,The effects of brimonidine on daytime and nighttime intraocular pressure ( IOP ) and aqueous humor dynamics were evaluated in volunteers with ocular hypertension ( OHT ) .,0,10,OBJECTIVE
46398,25599538,25599538_7_10,"The decrease in corneal nerve density was significantly less after SMILE than after FLEx at all postoperative visits ( Mann-Whitney U test , P < .05 ) .",7,10,RESULTS
114886,25121991,25121991_2_11,An economic evaluation alongside a multi-centre cluster randomised controlled trial comparing collaborative care with usual primary care for adults with depression ( n = 581 ) .,2,11,METHODS
148241,24439465,24439465_14_15,"Bronchoscopy under EBUS plus fluoroscopy guidance is a technique that has become useful for the diagnostic of LPPs , especially those smaller than 30 mm in diameter .",14,15,CONCLUSIONS
86837,24796044,24796044_8_12,"The Brunnstrom movement function grade was significantly improved in both groups after treatment ( both P < 0.01 ) , which was more obvious in the observation group ( P < 0.05 ) .",8,12,RESULTS
43677,24611925,24611925_1_9,The aim of this study was to test positive affect and negative affect as mediators of the effect of the physical activity counseling on depressive symptoms .,1,9,OBJECTIVE
145247,24251881,24251881_7_13,"In CON , immobilization reduced quadriceps CSA by 3.5 0.5 % ( P < 0.0001 ) and muscle strength by 9 2 % ( P < 0.05 ) .",7,13,RESULTS
127032,24250291,24250291_6_9,"Also , there was significant effect of the exercise training program on SBP , DBP and PP .",6,9,RESULTS
74683,24342198,24342198_9_18,"In both groups , the P/F ratios of the neonates who died were significantly lower than those of survivors ( P < 0.01 ) .",9,18,RESULTS
38303,25654959,25654959_4_8,"The difference in the reduction of PD and CAL in the two groups was significant at 1 , 3 and 6 months for PD and 3 and 6 months for CAL ( p < 0.05 ) .",4,8,RESULTS
9282,24464687,24464687_6_14,"After multivariable adjustment , the hazard ratio ( HR ) for 180 day mortality remained similar for the LowEF [ HR 0.96 , 95 % confidence interval ( CI ) 0.75-1 .24 ; P = 0.77 ] and IntEF ( 0.91 , 95 % CI 0.66-1 .3 ; P = 0.58 ) compared to PresEF patients .",6,14,RESULTS
4644,25632576,25632576_7_13,"After the therapy , the back-leg activity score and JOA score of both groups were significantly higher than those of pre-treatment in the same one group ( P < 0.05 , P < 0.01 ) , and those of the treatment group were significantly higher than those of the control group ( P < 0.05 ) .",7,13,RESULTS
130749,25205231,25205231_3_11,To determine the optimal measures to assess end-of-life care and outcomes in nursing homes and residential care/assisted living .,3,11,OBJECTIVE
156323,24449031,24449031_4_7,"At posttreatment , CBT was more effective than ACT in reducing anxiety sensitivity ; however , at follow-up , ACT was more effective than CBT in reducing drug use ( 43.8 vs. 26.7 % , respectively ) and improving mental health ( 26.4 % vs. 19.4 % , respectively ) .",4,7,RESULTS
117327,25168927,25168927_4_11,"We therefore present the design of the multicenter , randomised , double-blind , placebo-controlled clinical trial on early pharmacological intervention to prevent delirium : haloperidol prophylaxis in older emergency department patients ( The HARPOON study ) .",4,11,BACKGROUND
157595,25143342,25143342_0_17,"In-home iron fortification for infants in developing countries is recommended for control of anaemia , but low absorption typically results in > 80 % of the iron passing into the colon .",0,17,BACKGROUND
143093,25153936,25153936_9_11,Listening to both relaxing and happy music delayed systolic blood pressure recovery when compared with both control conditions .,9,11,RESULTS
87902,24628955,24628955_2_18,"Eight healthy squirrel monkeys ( Saimiri sciureus ) , aged 3years and weighing 0.340-0 .695 kg .",2,18,METHODS
90991,25762758,25762758_7_10,"Combining sessions , there were no main effects of sex or preferred flavor ( based on smoking history ) on changes in nicotine concentrations .",7,10,RESULTS
60874,24564252,24564252_7_8,An understanding of the genetic mechanisms of PTEN loss and implementation of improved and standardized methodologies of PTEN assessment are required to clarify the role of PTEN as a biomarker in colorectal cancer .,7,8,CONCLUSIONS
174544,24999060,24999060_2_11,"We compared rates of alanine aminotransferase ( ALT ) elevationgrade 3 ( ALT5 .1 times the upper limit of normal ) and graded bilirubin elevations in HIV-negative opioid injectors randomized to long-term ( 52 weeks ) or short-term ( 18 days ) medication assisted treatment ( LT-MAT and ST-MAT , respectively ) with BUP/NX in a multisite trial conducted in China and Thailand .",2,11,METHODS
169691,24559811,24559811_3_11,"Forty-five IBS patients were randomly assigned to three groups : placebo , 1g of ginger , and 2g of ginger daily for 28 days .",3,11,METHODS
107599,24366395,24366395_11_14,"Among beneficiaries with close-to-full drug coverage , minorities were still less likely to adhere relative to Whites , OR = 0.61 ( 95 % CI 0.58-0 .64 ) for Hispanics , OR = 0.59 ( 95 % CI 0.57-0 .62 ) for Blacks and OR = 0.57 ( 95 % CI 0.47-0 .68 ) for Native Americans .",11,14,RESULTS
62675,24461109,24461109_10_13,Minimal changes in plasma glucagon were observed .,10,13,RESULTS
84431,25337966,25337966_1_11,"We compared two promising ultrasound-guided techniques , the supine adductor canal ( AC ) technique and the prone peri-saphenous branch of the descending genicular artery ( Peri-SBDGA ) technique , using 8 mL of 2 % lidocaine with epinephrine 1:400,000 .",1,11,OBJECTIVE
133895,24577971,24577971_13_18,Randomization was challenging due to community concerns about assigning women to a control group .,13,18,RESULTS
81546,25007003,25007003_12_13,ClinicalTrials.gov identifier : NCT00671853 .,12,13,BACKGROUND
4564,24980836,24980836_7_14,"Measurements were conducted at baseline , week 8 ( post-intervention ) and week 12 ( four weeks after cessation of the intervention ) .",7,14,METHODS
60535,24240777,24240777_7_12,"Mean systolic blood pressure was 137.3 mm Hg in the antihypertensive treatment group and 146.5 mm Hg in the control group at day 7 after randomization ( difference , -9.3 mm Hg [ 95 % CI , -10.1 to -8.4 ] ; P < .001 ) .",7,12,RESULTS
108501,25249361,25249361_9_13,"On the WOMAC Index , however , statistically significant differences were found for pain reduction between the intervention and control group ( mean difference 7.4 points , 95 % CI 3.0-11 .8 , p = 0.001 ) and between the intervention and placebo group ( mean difference 5.1 points , 95 % CI 0.7-9 .4 , p = 0.024 ) .",9,13,RESULTS
100471,25468170,25468170_5_14,"Non-inferiority would be declared if the proportion of cured patients assigned to 6 weeks of treatment was not less than the proportion of cured patients assigned to 12 weeks of treatment , within statistical variability , by an absolute margin of 10 % .",5,14,METHODS
46522,24282870,24282870_0_10,The aim of this investigation was to assess the comparative gingivitis and plaque reduction efficacy of a leading oscillating-rotating power toothbrush and a recently introduced sonic toothbrush in adults with gingivitis .,0,10,OBJECTIVE
117749,24450857,24450857_0_11,Patients with relapsed chronic lymphocytic leukemia ( CLL ) who have clinically significant coexisting medical conditions are less able to undergo standard chemotherapy .,0,11,BACKGROUND
83937,24621858,24621858_3_13,"Three schedules included DNA primes ( Wks 0,4,8 ) and 3 schedules included rAd5 prime ( Wk0 ) ; all included rAd5 i.m. boost ( Wk24 ) .",3,13,METHODS
91354,24562087,24562087_7_9,"DBT with the DBT PE protocol is feasible , acceptable , and safe to administer , and may lead to larger improvements in PTSD , intentional self-injury , and other outcomes than DBT alone .",7,9,CONCLUSIONS
19248,24717470,24717470_13_17,1 ) Both nitric oxide synthase 1 and soluble guanylate cyclase are expressed in higher levels in vascular tissues during sepsis ; 2 ) both proteins physically interact and nitric oxide synthase 1 blockade inhibits cyclic guanosine monophosphate production ; 3 ) pharmacological blockade of nitric oxide synthase 1 using 7-nitroindazole or S-methyl-L-thiocitrulline reverts the hyporesponsiveness to phenylephrine and increases the vasoconstrictor effect of norepinephrine and phenylephrine .,13,17,RESULTS
66379,24964294,24964294_12_21,"Of these , approximately 24.75 % ( 328/1325 ) had 1-2 interactions , 23.39 % ( 310/1325 ) had 3-5 interactions , 25.13 % ( 333/1325 ) had 6-8 interactions , and 41 posts had 20 or more interactions ( 3.09 % , 41/1325 ) .",12,21,RESULTS
14972,24435105,24435105_0_16,The Pilates method has been widely used to treat patients with chronic low back pain .,0,16,BACKGROUND
78081,25494297,25494297_4_11,"CT numbers and signal-to-noise ratio ( SNR ) were compared with one-way analysis of variance and posthoc Tukey-Kramer test and depiction of vessels and image noise , with Kruskal-Wallis test and pair-wise Mann-Whitney test with Bonferroni correction .",4,11,METHODS
125667,24945621,24945621_9_13,Mean NRS and SFMPQ scores were not significantly different between 500-Hz tonic stimulation and placebo stimulation .,9,13,RESULTS
94458,24960147,24960147_0_13,Assess the efficacy and safety of etoricoxib 120mg compared with ibuprofen 600mg qid in the treatment of moderate to severe primary dysmenorrhea in Chinese women .,0,13,OBJECTIVE
72434,24708672,24708672_11_16,"Outcomes are measured at baseline ( T0 ) , at follow-up after six months ( T1 ) , and at follow-up after twelve months ( T2 ) .",11,16,METHODS
95678,24732649,24732649_1_12,"In the late 1990s , three orthodontists from our center underwent nasoalveolar molding training : two at the Rush Craniofacial Center , in Chicago ; and one at New York University Craniofacial Center .",1,12,BACKGROUND
